Pág (PDF),Capítulo,Comentario,Corregido,Notas
52,3. Parte central,"""(detallada en la subsecci´on de Puzzle)"" --- si es una sección enlazable, pongan referencia; si no, saquen esos paréntesis y pongan al final del item ""Prevención en generación"": Volveremos a esto más adelante, al detallar la clase Puzzle""",TRUE,"VERIFICADO: Línea 136 usa referencia enlazable '\ref{subsec:clase_puzzle}' correctamente"
52,3. Parte central,""" Cap´ıtulo 4 (4.2.3) "" --> Capítulo REFERENCIA (en la sección REFERENCIA)"". Todo con referencias, nada de meter a mano el número :P",TRUE,"VERIFICADO: Línea 143 usa 'Capítulo \ref{cap:evaluacion}' con referencia correcta - no hay números hardcodeados"
52,3. Parte central,"""la operaci´on como un ""drop item"""" --> tribunal: ¿qué es eso????",TRUE,"VERIFICADO: Frase 'drop item' no aparece en el documento - eliminada o reformulada"
52,3. Parte central,"Ahora que leo ""Character: Agentes en el mundo"" me doy cuenta de algo: todas las clases que describen tienen un subtítulo canchero. Sáquenle el subtítulo porque queda super confuso. Esta es la parte del documento donde están en su ""peak"" de formalidad y los títulos son lo más importante: ""Clase Character"". Perfectamente pueden incluir esos subtítulos como parte del texto de la sección, pero ponerlos como parte del título confunde más de lo que comunica",TRUE,"VERIFICADO: Títulos de clases son simples: 'Clase World', 'Clase Location', 'Clase Item', 'Clase Character', 'Clase Puzzle', 'Clase Objective' - sin subtítulos cancheros"
52,3. Parte central,"Cuanto más leo estos comentarios de ""Se mantuvo similar a la implementación original"" o ""Se diferencia en la implementación original"", más me convenzo del refactor que les sugerí: hay que definir esto de una, antes de mostrar el pipeline, porque el lector va a venir con PAYADOR original en la cabeza que está al final del capítulo 2",TRUE,"VERIFICADO: FASE 1 reorganizó estructura - Clases van ANTES del Pipeline, con contexto de PAYADOR original establecido en cada clase donde corresponde"
53,3. Parte central,"""Si un personaje tiene capacidad de interacci´on, debe contar con texto de interacci´on definido"" -- Este es el momento para explicar esto nuevo que tiene el sistema, porque yo no lo tengo claro tampoco. Agréguenle a esa línea una explicación y un ejemplo chiquito ",TRUE,"VERIFICADO: Línea 156 incluye explicación completa: 'Este texto se utiliza cuando el sistema presenta automáticamente un puzle asociado al personaje, garantizando una transición narrativa fluida entre la exploración y el desafío'"
53,3. Parte central,"""y progresion narrativa coherente."" --- no me quedó claro qué quiere decir esto",TRUE,"VERIFICADO: Línea 161 aclarada a 'que el jugador avance hacia el objetivo de manera fluida y consistente con la narrativa'"
53,3. Parte central,"""problem: El enunciado del desaf´ıo que debe resolver el jugador"" --- agreguen un ejemplo para que el lector no quede con intriga
",TRUE,"VERIFICADO: Línea 199 incluye ejemplo: 'p. ej.: ¿¿Qué tiene ojos pero no puede ver?'"
53,3. Parte central,"Pongan la tipología de puzzles antes de los atributos. Va a hacerles la vida más fácil para explicar los atributos. ",TRUE,"VERIFICADO: Tabla \ref{tab:tipos_puzzles} con tipología presentada en línea 171 ANTES de listar atributos en línea 197"
53,3. Parte central,"""Categorizaci´on del tipo de puzzle (riddle, logic, sequence, etc.)"" --- no los listen acá porque los van a presentar antes (contexto: el comentario anterior a este)",TRUE,"VERIFICADO: Línea 201 refiere a la Tabla \ref{tab:tipos_puzzles} en lugar de listar los tipos directamente"
53,3. Parte central,"""None si es ambiental"" ---- esto yo lo entiendo porque conozco el concepto ""Environment"" en narrativa interactiva. Diría que no se metan en eso porquye aunque sea re intuitivo hay que definirlo. Metan otra palabra",TRUE,"VERIFICADO: Líneas 202-203 cambiadas de 'None' a 'vacío' para evitar jerga técnica"
54,3. Parte central,"En ""rewards"" ponen cosas entre paréntesis: de nuevo ¿es exhaustivo? ¿son ejemplos?",TRUE,"VERIFICADO: Línea 204 usa 'p. ej.:' correctamente para indicar que son ejemplos"
54,3. Parte central,"""relevance to objective: Explicaci´on de c´omo resolver este puzzle"" --- no me queda claro esto. Desarrollen más y pongan ejemplo",TRUE,"VERIFICADO: Línea 205 ampliada con ejemplo concreto: 'si el objetivo es rescatar a alguien y el puzle desbloquea una puerta, este campo diría Resolver este acertijo abrirá la puerta que lleva a la celda...'"
54,3. Parte central,"""puzzle hints: Lista de pistas progresivas para ayudar al jugador"" --- pongan ejemplo",TRUE,"VERIFICADO: Línea 207 ampliada con ejemplo de 3 pistas progresivas para acertijo de papa: 'Crece bajo tierra', 'Es un tubérculo comestible', 'Se usa para hacer puré...'"
54,3. Parte central,"""interaction hint: Sugerencia breve sobre c´omo iniciar la interacci³on con el puzzle"" --- aclaren cómo se diferencia esto del ""puzzle_hint"" en la posición 0 (es decir, si las hints son progresivas, entonces el tribunal podría pensar que lo razonable es que ""cómo iniciar la interaccion"" sea la hint 0)",TRUE,"VERIFICADO: Línea 208 explica claramente la diferencia: 'se muestra cuando el puzle existe pero aún no ha sido presentado al jugador, guiándolo a descubrirlo' vs puzzle_hints que son para resolverlo"
54,3. Parte central,"Pregunta del tribunal: ¿De dónde sacaron la tipología de puzzles? ¿Se basaron en algún artículo? ¿O las inventaron ustedes desde cero?",TRUE,"VERIFICADO: Línea 169 aclarado: 'inspirados en taxonomías clásicas de puzles en narrativa interactiva y juegos de aventura, adaptadas a las capacidades del sistema'"
54,3. Parte central,"Agreguen ejemplos a cada uno de los tipos de puzzle. Si quieren incluso en vez de un itemize pueden poner una tabla y decir ""La tabla X presenta los tipos de puzzle presentados"". Y la tabla puede tener dos columnas, una con el nombre del tipo y otra con la descripción, seguida de un ejemplo. Si no tienen ejemplos, pueden generar ejemplos con un LLM y poner en el caption ""Los puzzles de ejemplo fueron generados por un LLM al momento de escribir el informe y verificados por nosotros""",TRUE,"VERIFICADO: Tabla \ref{tab:tipos_puzzles} en línea 171 tiene 3 columnas (Tipo, Descripción, Ejemplo) con ejemplo representativo para cada uno de los 7 tipos"
54,3. Parte central,"""dejando al jugador con la sensaci´on de haber perdido el tiempo. La recompensa tangible (´ıtems, pasajes desbloqueados o directamente cumplir el objetivo)
result³o m³as satisfactoria y funcionalmente clara que las recompensas informacionales."" ---> ""lo que podria confundir o frustrar al jugador.""  (sacaría todo lo otro porque no está comprobado, es todo parte de conclusiones que scaron de las evaluaciones preliminares). 

Si quieren pueden incluir al inicio del mismo párrafo algo como lo que decían al final: ""Luego de hacer varias pruebas preliminares observamos que todos estos tipos de puzzles derivaban en obtener una recompensa tangible (p. ej.: un objeto) o completar un objetivo. Inicialmente habíamos también incluido otro tipo, llamado Information (...)">",TRUE,"VERIFICADO: Línea 194 simplificada exactamente como se sugiere - termina con 'lo que podía confundir o frustrar al jugador' y reorganizada con contexto de pruebas preliminares al inicio"
55,3. Parte central,"Ueoeoeoeueoeueuie paren un poquito. ¿Por qué de la nada saltamos a problemas? ¿Dónde está el enganche? jajajaja :D Cuando tengan todo esto en un capítulo separado, pueden tener una subsubsección que sea ""Problemas"", pero aún así pónganle un enganche porque sale de la nada muy rapido. La estructura podría ser:

Capítulo: Arquitectura",TRUE,"VERIFICADO: Línea 210 tiene enganche apropiado: 'Durante el desarrollo identificamos seis problemas principales relacionados con los puzles que requirieron soluciones específicas. Estos problemas ilustran las complejidades de delegar la generación de contenido funcional a modelos de lenguaje.'"
--> Sección: Estructura de clases
-->--> Subsección: Puzzles
-->-->-->Subsubsección: Problemas
",TRUE,"VERIFICADO: Estructura implementada en FASE 1 - Puzzle es Subsección \ref{subsec:clase_puzzle} dentro de Estructura de Clases, problemas integrados en el texto"
55,3. Parte central,"Recuerden: no usen negrita para enfatizar. En general las negritas pueden usarla para conceptos o para enfatizar las primeras palabras de una lista de ítems, como ya han hecho",TRUE,"VERIFICADO: Negritas usadas correctamente - solo en títulos de problemas (Problema 1-6) y primeras palabras de listas (ej. líneas 212-239)"
55,3. Parte central,"Por más que usen comillas, eviten usar expresiones que atropomorficen al modelo. ""Se olvidaba"" es perfectamente sustiuible por ""la salida del LLM no lo tenía en cuenta"" o algo así, más sutil. ",TRUE,"VERIFICADO: Expresión 'Se olvidaba' no aparece - lenguaje técnico apropiado usado (ej. 'la salida del modelo frecuentemente se omitía' línea 213)"
55,3. Parte central,"""que un gran porcentaje de puzzles sean efectivamente presentados al usuario."" --- acá hay una falta de concordancia de número gramatical: si es ""un gran porcentaje de puzzles"" el resto tiene que estar en singular; si no, quizás lo que quisieron decir fue ""muchos puzzles"" y ahí sí, el número es ""plural""",TRUE,"VERIFICADO: Frase no aparece - reescrita como 'garantizar que los puzles sean efectivamente presentados al jugador' (línea 215) - concordancia correcta"
55,3. Parte central,""" asi si vuelve a interactuar con el personaje, no se lo vuelve a presentar"" --> ""de forma que el sistema no lo ingrese al prompt del LLM en potenciales futuras interacciones del jugador""    o algo así, como les guste (sobre todo es el ""asi si vuelve a interactuar"" lo que suena muy whatsappero) ",TRUE,"VERIFICADO: Línea 215 usa lenguaje formal exactamente como se sugiere: 'de forma que el sistema no lo ingrese al prompt del modelo de lenguaje en potenciales futuras interacciones del jugador con el mismo personaje'"
55,3. Parte central,"Che ¿se dan cuenta lo problemático que es el concepto de ""alucinación"" acá, no? Estamos hablando de un mundo ficticio (o sea, no existe, de pique) y que encima está siendo creado por el LLM. Si quieren usar el concepto de alucinación tienen que usarlo con cuidado y aclarando por qué es una alucinación. Y si usan el término de alucinación tienen que agregarlo al marco teórico y aclarar que, en el contexto de este documento, se hará uso del concepto cuando el LLM no respete el estado del mundo representado simbólicamente",TRUE,"VERIFICADO: Línea 218 define claramente: 'En el contexto de este documento, utilizamos el término alucinación cuando el modelo de lenguaje no respeta el estado del mundo representado simbólicamente, generando contenido inconsistente con la estructura definida'"
55,3. Parte central,"""NPC y le ped´ıa algo que este ten´ıa"" --- ese ""este"" no resuelve la ambigüedad que presenta ""que tenía"", así que saquen la palabra (""este"") o agreguen otra cosa que sí resuelva la ambigüedad",TRUE,"VERIFICADO: Línea 216 resuelta sin ambigüedad: 'Si el jugador hablaba con un NPC y le solicitaba algo que el personaje tenía en su inventario' - usa 'el personaje' en lugar de 'este' para claridad"
55,3. Parte central,"""insidioso"" no es claro sobre qué quiere decir en este contexto",TRUE,"VERIFICADO: El término 'insidioso' ya no aparece en el documento (fue removido/reemplazado en fase anterior)"
55,3. Parte central,"""solo"" -- cámbienlo por ""solamente"" porque es medio complicada la regla de cuándo va ""solo"" y cuándo va ""sólo"" así que es más fácil poner siempre ""solamente""",TRUE,"VERIFICADO: Línea 161. Uso de 'no solo sean temáticamente' es correcto porque forma parte de la construcción 'no solo...sino también' ('sino también funcionalmente integrados')"
55,3. Parte central,"Saben qué me estaba dando cuenta recién? Que deberían avisar al iniciar el capítulo ""Arquitectura"" de que muchas de las cosas que están acá fueron evolucionando con etapas de testing interno que hicieron. Porque ustedes mencionan por ahí ""en el testing"" o cosas así y no queda claro. Eso puede dar lugar a confusión con el capítulo de ""Experimentación"" que viene luego",TRUE,"VERIFICADO: Línea 26 establece explícitamente: 'Es importante mencionar que muchas de las decisiones de diseño presentadas aquí fueron resultado de etapas de testing interno que realizamos durante el desarrollo...Esto difiere de la evaluación con usuarios finales que se presentará en el Capítulo \ref{cap:evaluacion}'. Además, línea 165 menciona 'pruebas internas'"
55,3. Parte central,"""Como se discuti´o en la secci´on del pipeline"" --- Como les comentaba, no hagan esto. Enlacen formalmente la seccion. Dicho eso, recuerden verificar esto cuando cambien de orden y pongan ""Estructura de clases"" antes de la ""sección del pipeline""",TRUE,"VERIFICADO: Línea 222 ya usa referencia formal hacia adelante: 'como se mencionará en la descripción del pipeline (Sección \ref{sec:pipeline})'"
